game_pk,f5_away_runs,f5_home_runs,f5_outcome
776144,2,4,HOME
777584,3,1,AWAY
777565,1,2,HOME
777561,3,4,HOME
777537,0,1,HOME
777516,0,3,HOME
777500,0,2,HOME
777486,2,0,AWAY
777453,3,1,AWAY
777130,1,1,TIE
777045,1,4,HOME
776695,2,0,AWAY
776654,2,3,HOME
776647,0,0,TIE
776627,5,1,AWAY
776616,0,5,HOME
776604,4,3,AWAY
776564,2,2,TIE
776549,0,2,HOME
776539,4,2,AWAY
776517,1,4,HOME
776505,3,5,HOME
776493,1,5,HOME
778560,2,0,AWAY
778524,1,2,HOME
778508,0,4,HOME
778479,2,0,AWAY
778454,0,4,HOME
778438,1,4,HOME
778420,1,1,TIE
778282,3,3,TIE
778272,1,0,AWAY
778255,6,4,AWAY
778240,2,0,AWAY
778212,1,3,HOME
778199,2,3,HOME
778188,1,4,HOME
778172,1,0,AWAY
778128,2,1,AWAY
778113,3,0,AWAY
778097,4,1,AWAY
778088,0,3,HOME
778057,5,0,AWAY
778040,3,2,AWAY
777935,4,3,AWAY
777923,1,0,AWAY
777913,5,2,AWAY
777903,4,5,HOME
777877,1,3,HOME
777795,0,3,HOME
777775,0,9,HOME
777762,0,0,TIE
777746,2,1,AWAY
777662,0,1,HOME
777646,3,5,HOME
777629,2,1,AWAY
777625,1,3,HOME
777611,10,6,AWAY
777592,2,2,TIE
777484,1,7,HOME
777463,8,8,TIE
777446,1,1,TIE
777431,3,9,HOME
777420,1,7,HOME
777409,1,1,TIE
777378,4,0,AWAY
777359,3,0,AWAY
777353,2,0,AWAY
777330,9,1,AWAY
777296,4,4,TIE
777286,2,2,TIE
777247,0,1,HOME
777220,2,1,AWAY
777211,1,3,HOME
777195,2,2,TIE
777182,2,3,HOME
777110,0,5,HOME
777095,2,0,AWAY
777013,2,3,HOME
776982,0,2,HOME
776970,3,2,AWAY
776949,3,6,HOME
776938,1,0,AWAY
776927,4,7,HOME
776177,2,4,HOME
776159,0,4,HOME
776145,4,8,HOME
777731,0,2,HOME
777652,2,0,AWAY
777430,9,7,AWAY
777410,5,3,AWAY
777358,0,0,TIE
777344,1,1,TIE
777232,6,2,AWAY
777160,2,1,AWAY
777140,2,1,AWAY
777020,5,4,AWAY
776986,1,4,HOME
776968,2,0,AWAY
776919,15,10,AWAY
776904,4,0,AWAY
776872,9,1,AWAY
776854,3,2,AWAY
776660,0,5,HOME
776637,0,5,HOME
776542,9,2,AWAY
776526,3,1,AWAY
776511,2,4,HOME
776417,8,1,AWAY
776408,1,0,AWAY
776380,0,4,HOME
776357,4,1,AWAY
776341,1,9,HOME
776277,3,3,TIE
776194,1,7,HOME
778551,2,4,HOME
778517,2,8,HOME
778408,3,1,AWAY
778389,0,0,TIE
778365,0,2,HOME
778336,0,2,HOME
778164,2,5,HOME
778141,1,2,HOME
778134,1,0,AWAY
778036,3,2,AWAY
778030,0,0,TIE
777953,1,1,TIE
777933,9,7,AWAY
777901,3,2,AWAY
777885,0,0,TIE
777864,1,1,TIE
777862,0,5,HOME
777840,4,2,AWAY
777827,2,0,AWAY
777797,1,0,AWAY
777786,1,1,TIE
777766,2,2,TIE
777740,5,4,AWAY
777709,0,5,HOME
777697,2,0,AWAY
777678,1,2,HOME
777660,8,7,AWAY
777642,3,0,AWAY
777635,7,5,AWAY
777620,0,4,HOME
777601,0,0,TIE
777582,4,1,AWAY
777581,2,0,AWAY
777558,6,4,AWAY
777545,5,2,AWAY
777532,0,6,HOME
777525,1,1,TIE
777492,1,2,HOME
777447,1,2,HOME
777415,1,2,HOME
777392,1,6,HOME
777373,5,8,HOME
777357,8,0,AWAY
777348,2,0,AWAY
777349,3,0,AWAY
777299,0,7,HOME
777246,1,8,HOME
777023,7,8,HOME
777005,0,3,HOME
776980,7,0,AWAY
776934,2,0,AWAY
776244,1,2,HOME
778558,2,3,HOME
778529,3,1,AWAY
778510,3,0,AWAY
778499,2,7,HOME
778476,0,4,HOME
778375,0,3,HOME
778359,1,2,HOME
778342,4,2,AWAY
778271,5,2,AWAY
778254,1,0,AWAY
778227,0,5,HOME
778218,1,0,AWAY
778206,4,1,AWAY
778129,1,1,TIE
778116,0,0,TIE
778056,4,3,AWAY
777997,0,4,HOME
777983,1,0,AWAY
777902,3,5,HOME
777892,1,1,TIE
777829,0,1,HOME
777807,2,0,AWAY
777796,2,3,HOME
777769,4,1,AWAY
777753,4,3,AWAY
777653,3,0,AWAY
777591,0,2,HOME
777507,2,2,TIE
777429,0,3,HOME
777400,3,0,AWAY
777368,1,3,HOME
777010,1,2,HOME
776990,6,4,AWAY
776924,0,2,HOME
776905,4,4,TIE
776892,4,2,AWAY
776745,4,5,HOME
776641,1,1,TIE
776611,0,4,HOME
776601,4,0,AWAY
776584,0,3,HOME
776580,3,2,AWAY
776474,7,1,AWAY
776451,5,0,AWAY
776438,2,1,AWAY
776421,0,1,HOME
776413,0,9,HOME
776361,0,2,HOME
776348,1,2,HOME
776331,2,2,TIE
776303,2,1,AWAY
776296,1,0,AWAY
776263,2,0,AWAY
776218,1,0,AWAY
776204,1,3,HOME
776175,4,2,AWAY
776158,2,2,TIE
778136,2,7,HOME
778109,2,4,HOME
778401,3,6,HOME
778341,1,5,HOME
778263,1,0,AWAY
778106,1,1,TIE
777987,7,2,AWAY
777818,0,1,HOME
777777,2,1,AWAY
777741,0,0,TIE
777460,4,3,AWAY
777443,3,0,AWAY
777421,1,1,TIE
777340,4,1,AWAY
777322,1,2,HOME
777223,5,2,AWAY
777098,0,0,TIE
776897,2,0,AWAY
776845,2,2,TIE
776810,0,1,HOME
776735,3,0,AWAY
776710,6,1,AWAY
776666,2,3,HOME
776538,3,2,AWAY
776251,0,1,HOME
776226,3,0,AWAY
778496,8,4,AWAY
778486,3,0,AWAY
778469,2,3,HOME
778360,1,3,HOME
778334,1,2,HOME
778316,4,6,HOME
778304,4,0,AWAY
778285,4,2,AWAY
778273,1,3,HOME
778258,2,2,TIE
778241,6,3,AWAY
778154,0,10,HOME
778083,8,0,AWAY
778070,1,1,TIE
778052,1,6,HOME
777984,5,1,AWAY
777970,2,3,HOME
777958,5,1,AWAY
777941,7,2,AWAY
777926,0,1,HOME
777915,0,2,HOME
777896,3,0,AWAY
777868,3,1,AWAY
777857,1,0,AWAY
777846,0,1,HOME
777830,3,4,HOME
777713,2,4,HOME
777680,0,0,TIE
777577,0,2,HOME
777559,0,4,HOME
777548,2,0,AWAY
777495,0,6,HOME
777436,2,4,HOME
777419,6,10,HOME
777403,5,4,AWAY
777388,6,0,AWAY
777375,5,5,TIE
777363,0,0,TIE
777356,0,2,HOME
777302,0,1,HOME
777297,1,5,HOME
777281,5,3,AWAY
777262,1,0,AWAY
777251,0,1,HOME
777236,0,3,HOME
777225,0,0,TIE
777205,0,0,TIE
777187,0,1,HOME
777184,2,6,HOME
777169,2,0,AWAY
777161,4,1,AWAY
777145,7,4,AWAY
777121,2,2,TIE
777035,0,0,TIE
777024,6,2,AWAY
776923,0,3,HOME
776908,3,2,AWAY
776883,3,5,HOME
776857,1,3,HOME
776824,1,0,AWAY
776805,1,6,HOME
776791,3,4,HOME
776689,0,6,HOME
776680,1,4,HOME
776620,1,0,AWAY
776602,1,11,HOME
776595,4,9,HOME
776561,0,4,HOME
776537,0,1,HOME
776504,0,5,HOME
776485,3,2,AWAY
776476,0,9,HOME
776373,1,1,TIE
776362,4,4,TIE
776302,10,1,AWAY
776289,2,3,HOME
776272,1,0,AWAY
776212,1,1,TIE
776168,2,1,AWAY
776150,2,3,HOME
776139,4,0,AWAY
778450,0,4,HOME
778361,0,6,HOME
778288,1,2,HOME
778090,5,3,AWAY
778045,0,2,HOME
778041,2,2,TIE
777955,1,6,HOME
777845,0,3,HOME
777837,0,2,HOME
777742,6,7,HOME
777691,3,0,AWAY
777579,6,6,TIE
777560,0,5,HOME
777521,1,5,HOME
777491,4,2,AWAY
777490,2,6,HOME
777457,1,3,HOME
777413,1,2,HOME
777346,0,8,HOME
777306,0,4,HOME
777290,1,4,HOME
777162,6,1,AWAY
777126,4,3,AWAY
777117,1,0,AWAY
777052,1,2,HOME
776906,1,4,HOME
776896,6,4,AWAY
776727,1,2,HOME
776717,0,6,HOME
776603,1,2,HOME
776541,2,7,HOME
776513,0,6,HOME
776480,5,2,AWAY
776442,0,2,HOME
776431,10,2,AWAY
776407,2,0,AWAY
776392,2,2,TIE
776365,0,2,HOME
776264,2,4,HOME
776250,1,2,HOME
776235,3,0,AWAY
776214,0,6,HOME
776198,1,0,AWAY
777450,8,3,AWAY
777391,4,4,TIE
777321,0,5,HOME
777201,0,7,HOME
777085,5,4,AWAY
776978,2,1,AWAY
776956,1,5,HOME
776676,1,3,HOME
776546,0,0,TIE
776527,0,0,TIE
776471,1,6,HOME
776459,0,0,TIE
776441,2,0,AWAY
777761,0,5,HOME
777595,1,1,TIE
777552,0,4,HOME
777513,1,1,TIE
777432,4,2,AWAY
777177,0,3,HOME
777060,0,3,HOME
776737,1,1,TIE
776554,1,1,TIE
776479,0,2,HOME
776318,3,0,AWAY
776249,0,2,HOME
778468,0,1,HOME
778374,3,5,HOME
778219,2,1,AWAY
777834,1,2,HOME
777779,3,8,HOME
777704,0,0,TIE
777623,3,2,AWAY
777517,7,1,AWAY
777505,2,2,TIE
777233,1,1,TIE
777217,1,1,TIE
777168,0,2,HOME
776963,2,4,HOME
776768,0,4,HOME
776704,1,2,HOME
776434,2,9,HOME
776422,3,0,AWAY
776354,1,6,HOME
776334,2,2,TIE
776260,1,10,HOME
776229,6,4,AWAY
776172,3,3,TIE
778539,1,1,TIE
778318,5,1,AWAY
778291,6,3,AWAY
778132,0,5,HOME
778075,4,4,TIE
778035,1,2,HOME
778017,0,0,TIE
777850,1,1,TIE
777465,4,1,AWAY
777303,1,2,HOME
777238,2,2,TIE
777208,2,1,AWAY
777157,0,4,HOME
776960,0,2,HOME
776925,6,4,AWAY
776891,1,6,HOME
776614,0,4,HOME
776201,1,6,HOME
777602,2,2,TIE
777479,3,2,AWAY
777383,1,1,TIE
777871,2,2,TIE
777821,3,0,AWAY
778412,1,3,HOME
778388,1,0,AWAY
778373,1,1,TIE
778335,1,2,HOME
778007,2,1,AWAY
777799,1,1,TIE
777772,0,1,HOME
777643,3,1,AWAY
777615,4,3,AWAY
777600,2,2,TIE
777585,3,6,HOME
777556,2,6,HOME
777533,7,1,AWAY
777474,2,4,HOME
777452,9,4,AWAY
777434,1,0,AWAY
777334,2,0,AWAY
777324,2,6,HOME
777314,0,3,HOME
777275,2,1,AWAY
777263,0,4,HOME
777190,0,2,HOME
777173,2,4,HOME
777166,6,1,AWAY
777113,1,1,TIE
777051,1,3,HOME
777039,3,3,TIE
777022,1,1,TIE
776913,3,0,AWAY
776912,2,0,AWAY
776890,0,1,HOME
776877,3,3,TIE
776800,3,2,AWAY
776342,4,6,HOME
776311,1,3,HOME
776297,0,4,HOME
776280,0,3,HOME
776215,0,3,HOME
776188,0,1,HOME
778519,2,1,AWAY
776419,9,1,AWAY
776387,1,0,AWAY
778546,2,4,HOME
778544,2,0,AWAY
778458,1,6,HOME
778424,1,5,HOME
778403,0,5,HOME
778387,0,0,TIE
778277,1,5,HOME
778265,0,3,HOME
778246,2,2,TIE
778228,4,6,HOME
778209,0,2,HOME
778168,1,3,HOME
778155,0,3,HOME
777996,0,2,HOME
777969,5,0,AWAY
777906,4,0,AWAY
777886,1,0,AWAY
777694,0,0,TIE
777677,1,0,AWAY
777674,8,0,AWAY
777639,4,4,TIE
777626,0,1,HOME
777609,3,1,AWAY
777594,0,4,HOME
777573,5,1,AWAY
777538,2,3,HOME
777475,3,3,TIE
777451,1,9,HOME
777386,4,7,HOME
777371,3,0,AWAY
777351,0,3,HOME
777226,0,0,TIE
777073,1,0,AWAY
777044,3,5,HOME
777029,0,6,HOME
777021,0,1,HOME
777016,6,1,AWAY
777003,0,0,TIE
776987,0,3,HOME
776861,6,1,AWAY
776773,1,5,HOME
776754,0,0,TIE
776744,2,3,HOME
776732,7,0,AWAY
776700,1,8,HOME
776649,3,1,AWAY
776625,1,3,HOME
776615,6,7,HOME
776540,4,3,AWAY
776383,2,0,AWAY
776368,1,9,HOME
778525,1,2,HOME
778133,12,0,AWAY
778072,2,0,AWAY
777588,1,4,HOME
777365,6,0,AWAY
777076,4,2,AWAY
776889,0,0,TIE
776677,10,2,AWAY
776631,6,3,AWAY
776378,4,6,HOME
776338,1,3,HOME
776316,0,1,HOME
776305,6,3,AWAY
776269,0,3,HOME
776203,3,0,AWAY
778119,9,0,AWAY
778016,0,3,HOME
778275,1,6,HOME
778043,0,2,HOME
778008,0,4,HOME
777928,2,0,AWAY
777900,3,6,HOME
777872,1,1,TIE
777267,4,2,AWAY
777090,2,4,HOME
777017,0,11,HOME
776702,1,0,AWAY
776639,4,4,TIE
776607,0,7,HOME
776599,0,6,HOME
776569,8,1,AWAY
776544,5,1,AWAY
776484,3,3,TIE
776469,1,2,HOME
776425,3,4,HOME
776216,0,1,HOME
776184,3,4,HOME
777936,2,2,TIE
776352,4,6,HOME
776308,4,1,AWAY
776282,0,1,HOME
778533,2,4,HOME
778448,2,1,AWAY
778418,2,3,HOME
778234,0,0,TIE
778205,5,7,HOME
777988,8,8,TIE
777838,0,1,HOME
777698,1,14,HOME
777682,6,1,AWAY
777379,6,3,AWAY
777335,5,4,AWAY
777319,0,6,HOME
777103,1,0,AWAY
776941,2,2,TIE
776901,0,3,HOME
776870,1,1,TIE
776858,2,5,HOME
776823,1,2,HOME
776788,1,3,HOME
776594,0,3,HOME
776496,4,4,TIE
776454,0,1,HOME
776518,3,5,HOME
776475,6,5,AWAY
778182,0,3,HOME
778078,0,7,HOME
777894,0,5,HOME
777715,5,1,AWAY
777621,4,4,TIE
777578,1,2,HOME
777499,2,6,HOME
777481,3,2,AWAY
777015,2,2,TIE
776988,3,4,HOME
777129,7,0,AWAY
778185,0,0,TIE
778156,1,9,HOME
777810,0,3,HOME
777759,2,1,AWAY
777724,0,0,TIE
777665,7,1,AWAY
777637,0,8,HOME
777531,0,4,HOME
777462,0,2,HOME
777448,7,1,AWAY
777408,1,1,TIE
777295,2,1,AWAY
777283,2,4,HOME
777274,6,8,HOME
777260,3,6,HOME
777172,1,2,HOME
777116,1,6,HOME
777066,1,4,HOME
777046,4,2,AWAY
777027,2,4,HOME
776966,4,10,HOME
778372,3,4,HOME
776948,3,5,HOME
776920,5,1,AWAY
776900,0,3,HOME
776893,1,2,HOME
776808,0,3,HOME
776747,0,0,TIE
776723,1,11,HOME
776694,2,2,TIE
776679,5,1,AWAY
776661,1,2,HOME
776582,0,4,HOME
776567,8,5,AWAY
776515,4,8,HOME
776491,10,8,AWAY
776457,5,1,AWAY
776436,1,2,HOME
776423,3,4,HOME
776322,1,4,HOME
776290,1,1,TIE
776245,0,2,HOME
778498,1,0,AWAY
778439,7,5,AWAY
778250,12,1,AWAY
777963,0,4,HOME
777859,1,1,TIE
777811,2,6,HOME
777733,0,2,HOME
777671,3,2,AWAY
777433,0,1,HOME
777390,1,4,HOME
777197,7,1,AWAY
776967,3,1,AWAY
776562,1,4,HOME
776327,3,4,HOME
778145,2,8,HOME
777975,0,1,HOME
776524,5,2,AWAY
777835,1,1,TIE
778548,4,1,AWAY
778493,0,6,HOME
778461,7,1,AWAY
778449,8,4,AWAY
778428,1,4,HOME
778415,1,4,HOME
778163,3,3,TIE
778135,4,0,AWAY
778112,3,2,AWAY
777847,0,0,TIE
777814,4,2,AWAY
777776,3,1,AWAY
777744,0,6,HOME
777464,4,2,AWAY
777404,2,7,HOME
777194,1,1,TIE
776755,3,6,HOME
776719,1,1,TIE
776589,4,6,HOME
776453,1,2,HOME
776234,0,10,HOME
776443,2,0,AWAY
776353,1,1,TIE
776278,3,0,AWAY
776223,0,4,HOME
776174,3,6,HOME
776162,0,6,HOME
778170,1,1,TIE
776559,0,5,HOME
776410,5,0,AWAY
778538,6,16,HOME
778477,1,1,TIE
777860,1,4,HOME
777688,1,2,HOME
776406,0,4,HOME
778413,5,1,AWAY
778093,0,0,TIE
777771,2,5,HOME
778021,6,0,AWAY
776918,5,0,AWAY
776762,0,5,HOME
778175,6,1,AWAY
778190,4,6,HOME
777817,1,0,AWAY
777399,2,4,HOME
776693,2,2,TIE
776610,0,4,HOME
776389,0,5,HOME
776323,1,7,HOME
776293,3,0,AWAY
778176,3,0,AWAY
777607,1,1,TIE
777526,0,0,TIE
777497,2,2,TIE
777288,0,0,TIE
777204,2,7,HOME
776871,5,4,AWAY
776790,0,3,HOME
776713,6,5,AWAY
776664,2,0,AWAY
776363,2,0,AWAY
776344,4,1,AWAY
776298,10,4,AWAY
776257,5,0,AWAY
778492,2,4,HOME
778466,3,9,HOME
778380,0,7,HOME
778303,2,1,AWAY
778236,1,1,TIE
777999,0,5,HOME
777824,1,0,AWAY
777218,4,0,AWAY
778337,3,3,TIE
778321,0,5,HOME
778314,1,0,AWAY
778293,0,1,HOME
778204,1,3,HOME
778484,4,0,AWAY
778327,1,4,HOME
778312,2,0,AWAY
778300,3,3,TIE
778074,1,2,HOME
777849,0,2,HOME
777708,5,2,AWAY
777572,5,1,AWAY
777551,5,0,AWAY
777536,0,0,TIE
777422,0,8,HOME
777385,3,0,AWAY
777337,0,3,HOME
777326,1,0,AWAY
777153,0,5,HOME
777142,4,0,AWAY
777122,1,1,TIE
777001,4,1,AWAY
776910,0,2,HOME
776855,0,0,TIE
776760,1,1,TIE
776514,2,1,AWAY
776398,2,2,TIE
776330,3,6,HOME
777815,2,1,AWAY
776281,4,2,AWAY
778091,6,0,AWAY
777444,0,1,HOME
777082,6,0,AWAY
777293,0,1,HOME
777141,0,0,TIE
777093,0,1,HOME
777805,0,3,HOME
777792,4,2,AWAY
777618,2,2,TIE
777418,0,4,HOME
777138,2,2,TIE
776972,2,4,HOME
776728,1,2,HOME
777760,6,0,AWAY
777750,2,2,TIE
777687,0,5,HOME
777612,1,13,HOME
776796,1,2,HOME
778564,6,3,AWAY
778268,1,2,HOME
777219,0,11,HOME
776818,9,0,AWAY
776795,2,2,TIE
778459,0,1,HOME
778251,3,2,AWAY
777954,3,0,AWAY
777854,7,1,AWAY
777304,2,1,AWAY
777193,1,2,HOME
776839,1,3,HOME
776461,0,5,HOME
778549,2,5,HOME
777509,2,2,TIE
776596,1,6,HOME
777084,1,5,HOME
776787,4,1,AWAY
776653,6,2,AWAY
778488,0,2,HOME
778455,2,3,HOME
778286,0,4,HOME
778471,8,2,AWAY
777496,0,2,HOME
777411,4,0,AWAY
776674,5,3,AWAY
776497,3,1,AWAY
776483,1,0,AWAY
777282,2,5,HOME
777553,1,6,HOME
778343,0,4,HOME
777729,3,0,AWAY
777541,0,2,HOME
778394,4,1,AWAY
777468,5,1,AWAY
776690,1,4,HOME
777711,5,3,AWAY
777511,3,0,AWAY
777047,0,3,HOME
776512,4,0,AWAY
777287,2,3,HOME
776826,0,3,HOME
776691,2,5,HOME
777259,0,0,TIE
777229,3,2,AWAY
777065,7,4,AWAY
776310,0,1,HOME
776261,2,3,HOME
776247,2,1,AWAY
777911,3,0,AWAY
777367,4,1,AWAY
778422,0,4,HOME
778511,0,6,HOME
778480,1,0,AWAY
777268,0,6,HOME
776821,4,1,AWAY
776242,2,2,TIE
776210,2,1,AWAY
776183,1,0,AWAY
776390,0,5,HOME
777272,0,1,HOME
776606,0,5,HOME
776568,0,1,HOME
778350,2,0,AWAY
777574,2,4,HOME
778543,1,6,HOME
777031,6,2,AWAY
776663,1,3,HOME
777529,3,1,AWAY
777148,1,2,HOME
776446,1,2,HOME
776403,0,2,HOME
776370,2,1,AWAY
776816,1,0,AWAY
777056,1,3,HOME
777036,1,2,HOME
778364,3,0,AWAY
776868,0,4,HOME
776859,6,4,AWAY
776528,1,1,TIE
776984,0,3,HOME
777088,0,4,HOME
776675,2,1,AWAY
776657,4,5,HOME
777249,2,1,AWAY
777394,0,4,HOME
778230,0,3,HOME
745600,0,2,HOME
746734,3,1,AWAY
746812,6,1,AWAY
745267,1,1,TIE
746722,1,7,HOME
745022,0,4,HOME
746720,2,0,AWAY
745340,3,2,AWAY
747203,1,1,TIE
746716,0,2,HOME
746709,3,0,AWAY
746548,8,3,AWAY
746703,1,4,HOME
745976,0,3,HOME
746698,2,3,HOME
745162,10,2,AWAY
745728,3,0,AWAY
746692,0,2,HOME
746687,5,7,HOME
744831,2,2,TIE
745059,0,4,HOME
746679,2,0,AWAY
746031,0,6,HOME
746682,1,6,HOME
746676,4,0,AWAY
746737,0,7,HOME
746736,2,4,HOME
746739,3,3,TIE
744875,2,1,AWAY
744869,2,4,HOME
744870,7,2,AWAY
744874,3,0,AWAY
745357,3,1,AWAY
745355,1,5,HOME
745679,0,1,HOME
745676,1,0,AWAY
745681,4,1,AWAY
746158,6,2,AWAY
746157,2,4,HOME
746159,2,0,AWAY
744872,4,2,AWAY
744865,1,2,HOME
744866,0,5,HOME
744863,0,1,HOME
744864,6,2,AWAY
744867,1,0,AWAY
746078,0,1,HOME
746075,6,1,AWAY
746077,9,7,AWAY
746074,3,0,AWAY
745018,1,2,HOME
745023,1,0,AWAY
745021,0,3,HOME
744868,3,1,AWAY
744862,4,0,AWAY
744861,8,7,AWAY
744859,0,1,HOME
744858,1,1,TIE
746964,3,1,AWAY
746963,2,2,TIE
746965,2,3,HOME
746796,3,3,TIE
746799,0,3,HOME
746795,0,1,HOME
745579,2,4,HOME
745581,2,1,AWAY
745577,3,6,HOME
744857,1,7,HOME
744860,6,0,AWAY
744856,1,0,AWAY
744853,1,3,HOME
744851,1,1,TIE
744855,4,1,AWAY
747118,6,0,AWAY
747115,0,0,TIE
747117,3,1,AWAY
747114,3,1,AWAY
746635,0,2,HOME
744850,5,1,AWAY
744852,2,0,AWAY
744844,0,0,TIE
744845,0,2,HOME
744848,1,5,HOME
744849,2,8,HOME
746464,3,4,HOME
746462,5,1,AWAY
746465,1,1,TIE
744847,1,7,HOME
744846,0,2,HOME
744839,1,2,HOME
744843,4,0,AWAY
746540,9,5,AWAY
746541,3,4,HOME
746536,0,1,HOME
745397,2,3,HOME
745399,4,5,HOME
745400,0,4,HOME
745070,0,2,HOME
745071,2,1,AWAY
745072,0,4,HOME
744840,0,2,HOME
744838,0,2,HOME
744837,5,1,AWAY
744834,0,0,TIE
744836,3,5,HOME
744835,5,13,HOME
744832,6,2,AWAY
744833,2,0,AWAY
745803,0,4,HOME
745796,2,1,AWAY
745799,0,5,HOME
745965,4,2,AWAY
745963,3,5,HOME
745962,2,7,HOME
744829,1,7,HOME
744830,4,3,AWAY
744828,2,0,AWAY
744824,12,3,AWAY
744827,3,0,AWAY
745146,5,6,HOME
745150,2,0,AWAY
745145,2,2,TIE
747172,6,2,AWAY
747167,0,11,HOME
747170,1,1,TIE
744825,3,3,TIE
744823,1,6,HOME
744826,0,1,HOME
744821,4,0,AWAY
744817,5,8,HOME
744822,5,3,AWAY
744819,2,2,TIE
744820,4,2,AWAY
747004,4,2,AWAY
747000,1,2,HOME
745545,1,9,HOME
745542,0,2,HOME
745537,1,1,TIE
745539,3,2,AWAY
744814,1,0,AWAY
744812,0,5,HOME
744815,0,2,HOME
747080,2,1,AWAY
747077,2,1,AWAY
747078,1,0,AWAY
744813,2,0,AWAY
744811,0,3,HOME
744810,7,3,AWAY
744808,4,3,AWAY
744806,4,1,AWAY
746020,4,1,AWAY
746019,0,0,TIE
745455,2,0,AWAY
745456,2,4,HOME
745453,2,6,HOME
744807,8,0,AWAY
744804,0,4,HOME
744805,2,3,HOME
745772,1,6,HOME
745771,0,9,HOME
746823,3,5,HOME
746824,0,1,HOME
746410,1,3,HOME
746413,3,1,AWAY
745031,2,2,TIE
745034,10,5,AWAY
746326,3,3,TIE
746322,1,9,HOME
746405,2,2,TIE
746406,2,1,AWAY
746401,2,3,HOME
746887,1,0,AWAY
746560,4,2,AWAY
746561,4,2,AWAY
746398,3,8,HOME
746395,2,0,AWAY
745748,4,2,AWAY
746479,0,2,HOME
746393,2,3,HOME
746396,0,1,HOME
746388,4,5,HOME
746392,1,5,HOME
746385,4,2,AWAY
746386,2,1,AWAY
745663,6,2,AWAY
745653,5,0,AWAY
745258,2,1,AWAY
745250,1,1,TIE
746384,0,5,HOME
746383,2,3,HOME
746380,2,7,HOME
746223,4,0,AWAY
746216,3,4,HOME
745327,3,1,AWAY
746378,0,0,TIE
746781,2,1,AWAY
746782,1,3,HOME
746375,3,5,HOME
745802,4,0,AWAY
744914,1,0,AWAY
744915,1,1,TIE
745884,3,4,HOME
745883,2,2,TIE
746368,1,2,HOME
746367,3,6,HOME
746371,0,3,HOME
745228,3,0,AWAY
745229,1,0,AWAY
745634,3,1,AWAY
746361,0,4,HOME
746362,4,0,AWAY
746360,0,2,HOME
746363,4,3,AWAY
746354,2,2,TIE
744982,1,1,TIE
744981,2,0,AWAY
746927,1,3,HOME
746922,1,1,TIE
745055,2,1,AWAY
745053,1,0,AWAY
746355,1,4,HOME
746359,0,0,TIE
746995,4,2,AWAY
746994,3,3,TIE
745538,2,1,AWAY
746352,0,2,HOME
746353,0,1,HOME
746347,0,3,HOME
746664,0,0,TIE
746344,3,5,HOME
746346,2,0,AWAY
746337,0,2,HOME
746181,4,3,AWAY
745366,2,0,AWAY
746341,1,1,TIE
746339,0,4,HOME
746336,3,4,HOME
746580,5,0,AWAY
746418,3,4,HOME
746412,0,1,HOME
746409,0,5,HOME
746411,0,1,HOME
745033,0,7,HOME
745032,3,0,AWAY
746323,2,8,HOME
746404,2,5,HOME
746888,2,5,HOME
746889,2,4,HOME
745254,2,3,HOME
745249,3,0,AWAY
746382,4,2,AWAY
746379,3,2,AWAY
746220,1,1,TIE
745334,0,0,TIE
745328,1,5,HOME
745278,1,1,TIE
745279,4,1,AWAY
745675,8,0,AWAY
745680,3,4,HOME
745678,1,0,AWAY
746248,1,0,AWAY
746251,3,0,AWAY
746980,0,5,HOME
746977,1,2,HOME
746979,2,7,HOME
746975,2,3,HOME
746974,0,0,TIE
746976,5,1,AWAY
746973,0,2,HOME
746970,4,1,AWAY
745518,5,0,AWAY
745515,2,1,AWAY
745514,4,1,AWAY
746647,0,0,TIE
746649,3,0,AWAY
746646,2,5,HOME
746971,0,9,HOME
746967,0,2,HOME
746968,0,4,HOME
746966,2,5,HOME
746969,1,1,TIE
745914,0,1,HOME
745911,1,2,HOME
745913,3,1,AWAY
747126,0,2,HOME
747127,0,5,HOME
746961,4,3,AWAY
746962,1,3,HOME
746960,1,2,HOME
746959,5,4,AWAY
745178,3,5,HOME
745177,1,1,TIE
745179,7,1,AWAY
745093,5,0,AWAY
745090,1,2,HOME
745089,5,3,AWAY
746956,6,1,AWAY
746958,5,0,AWAY
746957,1,1,TIE
747033,4,3,AWAY
747031,1,5,HOME
746954,1,0,AWAY
746955,1,5,HOME
746952,1,3,HOME
746953,1,3,HOME
746700,1,3,HOME
746699,4,1,AWAY
746941,1,2,HOME
746943,9,2,AWAY
746942,0,0,TIE
746939,9,1,AWAY
746940,10,0,AWAY
746938,0,4,HOME
746047,5,1,AWAY
746043,1,0,AWAY
745725,1,3,HOME
745724,4,10,HOME
745723,0,0,TIE
746937,2,11,HOME
746934,3,0,AWAY
746935,0,5,HOME
746936,5,1,AWAY
746930,0,5,HOME
746932,2,4,HOME
746123,1,0,AWAY
746121,2,1,AWAY
746125,2,6,HOME
746526,4,4,TIE
746525,3,13,HOME
746933,3,4,HOME
746931,5,6,HOME
746928,1,12,HOME
746926,7,3,AWAY
746925,2,1,AWAY
744986,7,3,AWAY
744987,3,4,HOME
744979,3,2,AWAY
746276,2,2,TIE
746273,3,3,TIE
746272,4,7,HOME
746923,6,0,AWAY
746921,1,3,HOME
746924,0,6,HOME
746919,1,2,HOME
747002,1,3,HOME
747001,8,6,AWAY
